dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,V47.2,V472,Cardiorespirat probl NEC,Other cardiorespiratory problems,259,Residual codes; unclassified,14010
,V47.3,V473,Digestive problems NEC,Other digestive problems,155,Other gastrointestinal disorders,14011
,V47.4,V474,Urinary problems NEC,Other urinary problems,163,Genitourinary symptoms and ill-defined conditions,14012
,V47.5,V475,Genital problems NEC,Other genital problems,163,Genitourinary symptoms and ill-defined conditions,14013
,V47.9,V479,Probl w internal org NOS,Unspecified problems with internal organs,259,Residual codes; unclassified,14014
,V48.0,V480,Deficiencies of head,Deficiencies of head,259,Residual codes; unclassified,14015
,V48.1,V481,Deficiencies neck/trunk,Deficiencies of neck and trunk,211,Other connective tissue disease,14016
,V48.2,V482,Mechanical prob w head,Mechanical and motor problems with head,211,Other connective tissue disease,14017
,V48.3,V483,Mech prob w neck & trunk,Mechanical and motor problems with neck and trunk,211,Other connective tissue disease,14018
,V48.4,V484,Sensory problem w head,Sensory problem with head,95,Other nervous system disorders,14019
,V48.5,V485,Sensor prob w neck/trunk,Sensory problem with neck and trunk,95,Other nervous system disorders,14020
,V48.6,V486,Disfigurements of head,Disfigurements of head,212,Other bone disease and musculoskeletal deformities,14021
,V48.7,V487,Disfigurement neck/trunk,Disfigurements of neck and trunk,212,Other bone disease and musculoskeletal deformities,14022
,V48.8,V488,Prob-head/neck/trunk NEC,"Other problems with head, neck, and trunk",259,Residual codes; unclassified,14023
,V48.9,V489,Prob-head/neck/trunk NOS,"Unspecified problem with head, neck, or trunk",259,Residual codes; unclassified,14024
,V49.0,V490,Deficiencies of limbs,Deficiencies of limbs,211,Other connective tissue disease,14025
,V49.1,V491,Mechanical prob w limbs,Mechanical problems with limbs,211,Other connective tissue disease,14026
,V49.2,V492,Motor problems w limbs,Motor problems with limbs,211,Other connective tissue disease,14027
,V49.3,V493,Sensory problems w limbs,Sensory problems with limbs,95,Other nervous system disorders,14028
,V49.4,V494,Disfigurements of limbs,Disfigurements of limbs,212,Other bone disease and musculoskeletal deformities,14029
,V49.5,V495,Limb problems NEC,Other problems of limbs,211,Other connective tissue disease,14030
,V49.60,V4960,Status amput up lmb NOS,Unspecified level upper limb amputation status,211,Other connective tissue disease,14031
,V49.61,V4961,Status amput thumb,Thumb amputation status,211,Other connective tissue disease,14032
,V49.62,V4962,Status amput oth fingers,Other finger(s) amputation status,211,Other connective tissue disease,14033
,V49.63,V4963,Status amput hand,Hand amputation status,211,Other connective tissue disease,14034
,V49.64,V4964,Status amput wrist,Wrist amputation status,211,Other connective tissue disease,14035
,V49.65,V4965,Status amput below elbow,Below elbow amputation status,211,Other connective tissue disease,14036
,V49.66,V4966,Status amput above elbow,Above elbow amputation status,211,Other connective tissue disease,14037
,V49.67,V4967,Status amput shoulder,Shoulder amputation status,211,Other connective tissue disease,14038
,V49.70,V4970,Status amput lwr lmb NOS,Unspecified level lower limb amputation status,211,Other connective tissue disease,14039
,V49.71,V4971,Status amput great toe,Great toe amputation status,211,Other connective tissue disease,14040
,V49.72,V4972,Status amput othr toe(s),Other toe(s) amputation status,211,Other connective tissue disease,14041
,V49.73,V4973,Status amput foot,Foot amputation status,211,Other connective tissue disease,14042
,V49.74,V4974,Status amput ankle,Ankle amputation status,211,Other connective tissue disease,14043
,V49.75,V4975,Status amput below knee,Below knee amputation status,211,Other connective tissue disease,14044
,V49.76,V4976,Status amput above knee,Above knee amputation status,211,Other connective tissue disease,14045
,V49.77,V4977,Status amput hip,Hip amputation status,211,Other connective tissue disease,14046
,V49.81,V4981,Asympt postmeno status,Asymptomatic postmenopausal status (age-related) (natural),259,Residual codes; unclassified,14047
,V49.82,V4982,Dental sealant status,Dental sealant status,259,Residual codes; unclassified,14048
,V49.83,V4983,Await organ transplnt st,Awaiting organ transplant status,259,Residual codes; unclassified,14049
,V49.84,V4984,Bed confinement status,Bed confinement status,259,Residual codes; unclassified,14050
,V49.85,V4985,Dual sensory impairment,Dual sensory impairment,94,Other ear and sense organ disorders,14051
,V49.86,V4986,Do not resusctate status,Do not resuscitate status,259,Residual codes; unclassified,14052
,V49.87,V4987,Physical restrain status,Physical restraints status,259,Residual codes; unclassified,14053
,V49.89,V4989,Conditn influ health NEC,Other specified conditions influencing health status,259,Residual codes; unclassified,14054
,V49.9,V499,Probl influ health NOS,Unspecified problems with limbs and other problems,259,Residual codes; unclassified,14055
,V50.0,V500,Hair transplant,Elective hair transplant for purposes other than remedying health states,259,Residual codes; unclassified,14056
,V50.1,V501,Plastic surgery NEC,Other plastic surgery for unacceptable cosmetic appearance,259,Residual codes; unclassified,14057
,V50.2,V502,Routine circumcision,Routine or ritual circumcision,224,Other perinatal conditions,14058
,V50.3,V503,Ear piercing,Ear piercing,259,Residual codes; unclassified,14059
,V50.41,V5041,Prphylct orgn rmvl brst,Prophylactic breast removal,259,Residual codes; unclassified,14060
,V50.42,V5042,Prphylct orgn rmvl ovary,Prophylactic ovary removal,259,Residual codes; unclassified,14061
,V50.49,V5049,Prphylct orgn rmvl other,Other prophylactic gland removal,259,Residual codes; unclassified,14062
,V50.8,V508,Elective surgery NEC,Other elective surgery for purposes other than remedying health states,259,Residual codes; unclassified,14063
,V50.9,V509,Elective surgery NOS,Unspecified elective surgery for purposes other than remedying health states,259,Residual codes; unclassified,14064
,V51.0,V510,Brst reconst fol mastect,Encounter for breast reconstruction following mastectomy,257,Other aftercare,14065
,V51.8,V518,Aftercre plastc surg NEC,Other aftercare involving the use of plastic surgery,257,Other aftercare,14066
,V52.0,V520,Fitting artificial arm,Fitting and adjustment of artificial arm (complete) (partial),254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14067
,V52.1,V521,Fitting artificial leg,Fitting and adjustment of artificial leg (complete) (partial),254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14068
,V52.2,V522,Fitting artificial eye,Fitting and adjustment of artificial eye,91,Other eye disorders,14069
,V52.3,V523,Fitting dental prosthes,Fitting and adjustment of dental prosthetic device,136,Disorders of teeth and jaw,14070
,V52.4,V524,Fit/adj breast pros/impl,Fitting and adjustment of breast prosthesis and implant,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14071
,V52.8,V528,Fitting prosthesis NEC,Fitting and adjustment of other specified prosthetic device,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14072
,V52.9,V529,Fitting prosthesis NOS,Fitting and adjustment of unspecified prosthetic device,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14073
,V53.01,V5301,Adj cerebral vent shunt,Fitting and adjustment of cerebral ventricular (communicating) shunt,95,Other nervous system disorders,14074
,V53.02,V5302,Adjust neuropacemaker,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord),95,Other nervous system disorders,14075
,V53.09,V5309,Adj nerv syst device NEC,Fitting and adjustment of other devices related to nervous system and special senses,95,Other nervous system disorders,14076
,V53.1,V531,Fit contact lens/glasses,Fitting and adjustment of spectacles and contact lenses,91,Other eye disorders,14077
,V53.2,V532,Adjustment hearing aid,Fitting and adjustment of hearing aid,94,Other ear and sense organ disorders,14078
,V53.31,V5331,Ftng cardiac pacemaker,Fitting and adjustment of cardiac pacemaker,105,Conduction disorders,14079
,V53.32,V5332,Ftng autmtc dfibrillator,Fitting and adjustment of automatic implantable cardiac defibrillator,105,Conduction disorders,14080
,V53.39,V5339,Ftng oth cardiac device,Fitting and adjustment of other cardiac device,105,Conduction disorders,14081
,V53.4,V534,Fit orthodontic device,Fitting and adjustment of orthodontic devices,136,Disorders of teeth and jaw,14082
,V53.50,V5350,Fit/adjust intestinl dev,Fitting and adjustment of intestinal appliance and device,155,Other gastrointestinal disorders,14083
,V53.51,V5351,Fit/adj gastric lap band,Fitting and adjustment of gastric lap band,155,Other gastrointestinal disorders,14084
,V53.59,V5359,Fit/adjust gi app-device,Fitting and adjustment of other gastrointestinal appliance and device,155,Other gastrointestinal disorders,14085
,V53.6,V536,Fitting urinary devices,Fitting and adjustment of urinary devices,163,Genitourinary symptoms and ill-defined conditions,14086
,V53.7,V537,Fit orthopedic devices,Fitting and adjustment of orthopedic devices,211,Other connective tissue disease,14087
,V53.8,V538,Adjustment of wheelchair,Fitting and adjustment of wheelchair,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14088
,V53.90,V5390,Fit/adjust device NOS,"Fitting and adjustment, unspecified device",257,Other aftercare,14089
,V53.91,V5391,Fit/adjust insulin pump,Fitting and adjustment of insulin pump,49,Diabetes mellitus without complication,14090
,V53.99,V5399,Fit/adjust device NEC,"Fitting and adjustment, other device",257,Other aftercare,14091
,V54.01,V5401,Removal int fixation dev,Encounter for removal of internal fixation device,231,Other fractures,14092
,V54.02,V5402,Length/adjust growth rod,Encounter for lengthening/adjustment of growth rod,231,Other fractures,14093
,V54.09,V5409,Aftrcre int fixation dev,Other aftercare involving internal fixation device,231,Other fractures,14094
,V54.10,V5410,Aftrcre traum fx arm NOS,"Aftercare for healing traumatic fracture of arm, unspecified",229,Fracture of upper limb,14095
,V54.11,V5411,Aftrcare traum fx up arm,Aftercare for healing traumatic fracture of upper arm,229,Fracture of upper limb,14096
,V54.12,V5412,Aftrcre traum fx low arm,Aftercare for healing traumatic fracture of lower arm,229,Fracture of upper limb,14097
,V54.13,V5413,Aftrcre traumatic fx hip,Aftercare for healing traumatic fracture of hip,226,Fracture of neck of femur (hip),14098
,V54.14,V5414,Aftrcre traum fx leg NOS,"Aftercare for healing traumatic fracture of leg, unspecified",230,Fracture of lower limb,14099
,V54.15,V5415,Aftrcare traum fx up leg,Aftercare for healing traumatic fracture of upper leg,230,Fracture of lower limb,14100
,V54.16,V5416,Aftrcre traum fx low leg,Aftercare for healing traumatic fracture of lower leg,230,Fracture of lower limb,14101
,V54.17,V5417,Aftrcre traum fx vertebr,Aftercare for healing traumatic fracture of vertebrae,231,Other fractures,14102
,V54.19,V5419,Aftrce traum fx bone NEC,Aftercare for healing traumatic fracture of other bone,231,Other fractures,14103
,V54.20,V5420,Aftrcare path fx arm NOS,"Aftercare for healing pathologic fracture of arm, unspecified",229,Fracture of upper limb,14104
,V54.21,V5421,Aftercare path fx up arm,Aftercare for healing pathologic fracture of upper arm,229,Fracture of upper limb,14105
,V54.22,V5422,Aftrcare path fx low arm,Aftercare for healing pathologic fracture of lower arm,229,Fracture of upper limb,14106
,V54.23,V5423,Aftercare path fx hip,Aftercare for healing pathologic fracture of hip,226,Fracture of neck of femur (hip),14107
,V54.24,V5424,Aftrcare path fx leg NOS,"Aftercare for healing pathologic fracture of leg, unspecified",230,Fracture of lower limb,14108
,V54.25,V5425,Aftrcare path fx up leg,Aftercare for healing pathologic fracture of upper leg,230,Fracture of lower limb,14109
,V54.26,V5426,Aftrcare path fx low leg,Aftercare for healing pathologic fracture of lower leg,230,Fracture of lower limb,14110
,V54.27,V5427,Aftrcare path fx vertebr,Aftercare for healing pathologic fracture of vertebrae,231,Other fractures,14111
,V54.29,V5429,Aftrcre path fx bone NEC,Aftercare for healing pathologic fracture of other bone,231,Other fractures,14112
,V54.81,V5481,Aftercare joint replace,Aftercare following joint replacement,257,Other aftercare,14113
,V54.82,V5482,Aftcr explantatn jt pros,Aftercare following explantation of joint prosthesis,257,Other aftercare,14114
,V54.89,V5489,Orthopedic aftercare NEC,Other orthopedic aftercare,257,Other aftercare,14115
,V54.9,V549,Orthopedic aftercare NOS,Unspecified orthopedic aftercare,257,Other aftercare,14116
,V55.0,V550,Atten to tracheostomy,Attention to tracheostomy,134,Other upper respiratory disease,14117
,V55.1,V551,Atten to gastrostomy,Attention to gastrostomy,155,Other gastrointestinal disorders,14118
,V55.2,V552,Atten to ileostomy,Attention to ileostomy,155,Other gastrointestinal disorders,14119
,V55.3,V553,Atten to colostomy,Attention to colostomy,155,Other gastrointestinal disorders,14120
,V55.4,V554,Atten to enterostomy NEC,Attention to other artificial opening of digestive tract,155,Other gastrointestinal disorders,14121
,V55.5,V555,Atten to cystostomy,Attention to cystostomy,163,Genitourinary symptoms and ill-defined conditions,14122
,V55.6,V556,Atten to urinostomy NEC,Attention to other artificial opening of urinary tract,163,Genitourinary symptoms and ill-defined conditions,14123
,V55.7,V557,Atten artificial vagina,Attention to artificial vagina,175,Other female genital disorders,14124
,V55.8,V558,Attn to artif open NEC,Attention to other specified artificial opening,257,Other aftercare,14125
,V55.9,V559,Attn to artif open NOS,Attention to unspecified artificial opening,257,Other aftercare,14126
,V56.0,V560,Renal dialysis encounter,Encounter for extracorporeal dialysis,158,Chronic kidney disease,14127
,V56.1,V561,Ft/adj xtrcorp dial cath,Fitting and adjustment of extracorporeal dialysis catheter,158,Chronic kidney disease,14128
,V56.2,V562,Fit/adj perit dial cath,Fitting and adjustment of peritoneal dialysis catheter,158,Chronic kidney disease,14129
,V56.31,V5631,Hemodialysis testing,Encounter for adequacy testing for hemodialysis,158,Chronic kidney disease,14130
,V56.32,V5632,Peritoneal dialysis test,Encounter for adequacy testing for peritoneal dialysis,158,Chronic kidney disease,14131
,V56.8,V568,"Dialysis encounter, NEC",Encounter for other dialysis,158,Chronic kidney disease,14132
,V57.0,V570,Breathing exercises,Care involving breathing exercises,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14133
,V57.1,V571,Physical therapy NEC,Care involving other physical therapy,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14134
,V57.21,V5721,Encntr occupatnal thrpy,Encounter for occupational therapy,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14135
,V57.22,V5722,Encntr vocational thrpy,Encounter for vocational therapy,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14136
,V57.3,V573,Speech-language therapy,Care involving speech-language therapy,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14137
,V57.4,V574,Orthoptic training,Care involving orthoptic training,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14138
,V57.81,V5781,Orthotic training,Care involving orthotic training,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14139
,V57.89,V5789,Rehabilitation proc NEC,Care involving other specified rehabilitation procedure,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14140
,V57.9,V579,Rehabilitation proc NOS,Care involving unspecified rehabilitation procedure,254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14141
,V58.0,V580,Radiotherapy encounter,Encounter for radiotherapy,45,Maintenance chemotherapy; radiotherapy,14142
,V58.11,V5811,Antineoplastic chemo enc,Encounter for antineoplastic chemotherapy,45,Maintenance chemotherapy; radiotherapy,14143
,V58.12,V5812,Immunotherapy encounter,Encounter for antineoplastic immunotherapy,45,Maintenance chemotherapy; radiotherapy,14144
,V58.2,V582,"Blood transfusion, no dx","Blood transfusion, without reported diagnosis",64,Other hematologic conditions,14145
,V58.30,V5830,Attn rem nonsurg dressng,Encounter for change or removal of nonsurgical wound dressing,257,Other aftercare,14146
,V58.31,V5831,Attn rem surg dressing,Encounter for change or removal of surgical wound dressing,257,Other aftercare,14147
,V58.32,V5832,Attn removal of sutures,Encounter for removal of sutures,257,Other aftercare,14148
,V58.41,V5841,Encntr plnd po wnd clsr,Encounter for planned post-operative wound closure,257,Other aftercare,14149
,V58.42,V5842,Aftercare neoplasm surg,Aftercare following surgery for neoplasm,257,Other aftercare,14150
,V58.43,V5843,Aftrcare inj/trauma surg,Aftercare following surgery for injury and trauma,257,Other aftercare,14151
,V58.44,V5844,Aftercare organ transplt,Aftercare following organ transplant,257,Other aftercare,14152
,V58.49,V5849,Postop oth specfd aftrcr,Other specified aftercare following surgery,257,Other aftercare,14153
,V58.5,V585,Orthodontics aftercare,Orthodontics aftercare,136,Disorders of teeth and jaw,14154
,V58.61,V5861,Long-term use anticoagul,Long-term (current) use of anticoagulants,257,Other aftercare,14155
,V58.62,V5862,Long-term use antibiotic,Long-term (current) use of antibiotics,257,Other aftercare,14156
,V58.63,V5863,Lng use antiplte/thrmbtc,Long-term (current) use of antiplatelet/antithrombotic,257,Other aftercare,14157
,V58.64,V5864,Long-term anti-inflamtry,Long-term (current) use of non-steroidal anti-inflammatories (NSAID),257,Other aftercare,14158
,V58.65,V5865,Long-term use steroids,Long-term (current) use of steroids,257,Other aftercare,14159
,V58.66,V5866,Long-term use of aspirin,Long-term (current) use of aspirin,257,Other aftercare,14160
,V58.67,V5867,Long-term use of insulin,Long-term (current) use of insulin,257,Other aftercare,14161
,V58.68,V5868,Lng term bisphosphonates,Long term (current) use of bisphosphonates,257,Other aftercare,14162
,V58.69,V5869,Long-term use meds NEC,Long-term (current) use of other medications,257,Other aftercare,14163
,V58.71,V5871,Aft surg sense org NEC,"Aftercare following surgery of the sense organs, NEC",257,Other aftercare,14164
,V58.72,V5872,Aftcre surg nerv sys NEC,"Aftercare following surgery of the nervous system, NEC",257,Other aftercare,14165
,V58.73,V5873,Aft surg circ syst NEC,"Aftercare following surgery of the circulatory system, NEC",257,Other aftercare,14166
,V58.74,V5874,Aftrcre surg respsys NEC,"Aftercare following surgery of the respiratory system, NEC",257,Other aftercare,14167
,V58.75,V5875,Aft oral cav/dig sys NEC,"Aftercare following surgery of the teeth, oral cavity and digestive system, NEC",257,Other aftercare,14168
,V58.76,V5876,Aftrcre surg GU syst NEC,"Aftercare following surgery of the genitourinary system, NEC",257,Other aftercare,14169
,V58.77,V5877,Aft surg skin/subcu NEC,"Aftercare following surgery of the skin and subcutaneous tissue, NEC",257,Other aftercare,14170
,V58.78,V5878,Aftrcre surg MS syst NEC,"Aftercare following surgery of the musculoskeletal system, NEC",257,Other aftercare,14171
,V58.81,V5881,Fit/adj vascular cathetr,Fitting and adjustment of vascular catheter,257,Other aftercare,14172
,V58.82,V5882,Fit/adj non-vsc cath NEC,"Fitting and adjustment of nonvascular catheter, NEC",254,Rehabilitation care; fitting of prostheses; and adjustment of devices,14173
,V58.83,V5883,Therapeutic drug monitor,Encounter for therapeutic drug monitoring,257,Other aftercare,14174
,V58.89,V5889,Other specfied aftercare,Other specified aftercare,257,Other aftercare,14175
,V58.9,V589,Aftercare NOS,Unspecified aftercare,257,Other aftercare,14176
,V59.01,V5901,Blood donor-whole blood,"Blood donors, whole blood",259,Residual codes; unclassified,14177
,V59.02,V5902,Blood donor-stem cells,"Blood donors, stem cells",259,Residual codes; unclassified,14178
,V59.09,V5909,Blood donor NEC,Other blood donors,259,Residual codes; unclassified,14179
,V59.1,V591,Skin donor,Skin donors,259,Residual codes; unclassified,14180
,V59.2,V592,Bone donor,Bone donors,259,Residual codes; unclassified,14181
,V59.3,V593,Bone marrow donor,Bone marrow donors,259,Residual codes; unclassified,14182
,V59.4,V594,Kidney donor,Kidney donors,259,Residual codes; unclassified,14183
,V59.5,V595,Cornea donor,Cornea donors,259,Residual codes; unclassified,14184
,V59.6,V596,Liver donor,Liver donors,259,Residual codes; unclassified,14185
,V59.70,V5970,Egg donor NEC,"Egg (oocyte) (ovum) donor, unspecified",259,Residual codes; unclassified,14186
,V59.71,V5971,Egg donor age <35 anon,"Egg (oocyte) (ovum) donor, under age 35, anonymous recipient",259,Residual codes; unclassified,14187
,V59.72,V5972,Egg donor age <35 desig,"Egg (oocyte) (ovum) donor, under age 35, designated recipient",259,Residual codes; unclassified,14188
,V59.73,V5973,Egg donor age 35+ anon,"Egg (oocyte) (ovum) donor, age 35 and over, anonymous recipient",259,Residual codes; unclassified,14189
,V59.74,V5974,Egg donor age 35+ desig,"Egg (oocyte) (ovum) donor, age 35 and over, designated recipient",259,Residual codes; unclassified,14190
,V59.8,V598,Org or tissue donor NEC,Donors of other specified organ or tissue,259,Residual codes; unclassified,14191
,V59.9,V599,Org or tissue donor NOS,Donors of unspecified organ or tissue,259,Residual codes; unclassified,14192
,V60.0,V600,Lack of housing,Lack of housing,255,Administrative/social admission,14193
,V60.1,V601,Inadequate housing,Inadequate housing,255,Administrative/social admission,14194
,V60.2,V602,Economic problem,Inadequate material resources,255,Administrative/social admission,14195
,V60.3,V603,Person living alone,Person living alone,255,Administrative/social admission,14196
,V60.4,V604,No family able to care,No other household member able to render care,255,Administrative/social admission,14197
,V60.5,V605,Holiday relief care,Holiday relief care,255,Administrative/social admission,14198
,V60.6,V606,Person in resident inst,Person living in residential institution,255,Administrative/social admission,14199
,V60.81,V6081,Foster care (status),Foster care (status),255,Administrative/social admission,14200
,V60.89,V6089,Housing/econo circum NEC,Other specified housing or economic circumstances,255,Administrative/social admission,14201
,V60.9,V609,Housing/econo circum NOS,Unspecified housing or economic circumstance,255,Administrative/social admission,14202
,V61.01,V6101,Fmily dsrpt-fam military,Family disruption due to family member on military deployment,255,Administrative/social admission,14203
,V61.02,V6102,Fmily dsrpt-ret military,Family disruption due to return of family member from military deployment,255,Administrative/social admission,14204
,V61.03,V6103,Fmily dsrpt- divorce/sep,Family disruption due to divorce or legal separation,255,Administrative/social admission,14205
,V61.04,V6104,Family dsrpt-estrangmemt,Family disruption due to parent-child estrangement,255,Administrative/social admission,14206
,V61.05,V6105,Famly dsrpt-chld custody,Family disruption due to child in welfare custody,255,Administrative/social admission,14207
,V61.06,V6106,Family dsrpt-foster care,Family disruption due to child in foster care or in care of non-parental family member,255,Administrative/social admission,14208
,V61.07,V6107,Family dsrpt-death membr,Family disruption due to death of family member,255,Administrative/social admission,14209
,V61.08,V6108,Fmly dsrp-fam absnce NEC,Family disruption due to other extended absence of family member,255,Administrative/social admission,14210
,V61.09,V6109,Family disruption NEC,Other family disruption,255,Administrative/social admission,14211
,V61.10,V6110,Consl partner prob,"Counseling for marital and partner problems, unspecified",255,Administrative/social admission,14212
,V61.11,V6111,Cnsl victm partner abuse,Counseling for victim of spousal and partner abuse,255,Administrative/social admission,14213
,V61.12,V6112,Cnsl perp partner abuse,Counseling for perpetrator of spousal and partner abuse,255,Administrative/social admission,14214
,V61.20,V6120,Cnsl prnt-chld prob NOS,"Counseling for parent-child problem, unspecified",255,Administrative/social admission,14215
,V61.21,V6121,Cnsl victim child abuse,Counseling for victim of child abuse,255,Administrative/social admission,14216
,V61.22,V6122,Cnsl perp parent chld ab,Counseling for perpetrator of spousal and partner abuse,255,Administrative/social admission,14217
,V61.23,V6123,Cnsl prnt-biol chld prob,Counseling for parent-biological child problem,255,Administrative/social admission,14218
,V61.24,V6124,Cnsl prnt-adpt chld prob,Counseling for parent-adopted child problem,255,Administrative/social admission,14219
,V61.25,V6125,Cnsl prnt-fstr chld prob,Counseling for parent (guardian)-foster child problem,255,Administrative/social admission,14220
,V61.29,V6129,Oth parent-child problem,Other parent-child problems,255,Administrative/social admission,14221
,V61.3,V613,Problem w aged parent,Problems with aged parents or in-laws,255,Administrative/social admission,14222
,V61.41,V6141,Alcoholism in family,Alcoholism in family,255,Administrative/social admission,14223
,V61.42,V6142,Substance abuse-family,Substance abuse in family,255,Administrative/social admission,14224
,V61.49,V6149,Family health probl NEC,Other health problems within the family,255,Administrative/social admission,14225
,V61.5,V615,Multiparity,Multiparity,255,Administrative/social admission,14226
,V61.6,V616,Illegitimate pregnancy,Illegitimacy or illegitimate pregnancy,255,Administrative/social admission,14227
,V61.7,V617,Unwanted pregnancy NEC,Other unwanted pregnancy,255,Administrative/social admission,14228
,V61.8,V618,Family circumstances NEC,Other specified family circumstances,255,Administrative/social admission,14229
,V61.9,V619,Family circumstance NOS,Unspecified family circumstance,255,Administrative/social admission,14230
,V62.0,V620,Unemployment,Unemployment,255,Administrative/social admission,14231
,V62.1,V621,Adverse eff-work environ,Adverse effects of work environment,255,Administrative/social admission,14232
,V62.21,V6221,Hx military deployment,Personal current military deployment status,255,Administrative/social admission,14233
,V62.22,V6222,Hx retrn military deploy,Personal history of return from military deployment,255,Administrative/social admission,14234
,V62.29,V6229,Occupationl circumst NEC,Other occupational circumstances or maladjustment,255,Administrative/social admission,14235
,V62.3,V623,Educational circumstance,Educational circumstances,255,Administrative/social admission,14236
,V62.4,V624,Social maladjustment,Social maladjustment,255,Administrative/social admission,14237
,V62.5,V625,Legal circumstances,Legal circumstances,255,Administrative/social admission,14238
,V62.6,V626,Refusal of treatment,Refusal of treatment for reasons of religion or conscience,255,Administrative/social admission,14239
,V62.81,V6281,Interpersonal probl NEC,"Interpersonal problems, not elsewhere classified",255,Administrative/social admission,14240
,V62.82,V6282,"Bereavement, uncomplicat","Bereavement, uncomplicated",255,Administrative/social admission,14241
,V62.83,V6283,Cnsl perp phys/sex abuse,Counseling for perpetrator of physical/sexual abuse,255,Administrative/social admission,14242
,V62.84,V6284,Suicidal ideation,Suicidal ideation,662,Suicide and intentional self-inflicted injury,14243
,V62.85,V6285,Homicidal ideation,Homicidal ideation,663,Screening and history of mental health and substance abuse codes,14244
,V62.89,V6289,Psychological stress NEC,"Other psychological or physical stress, not elsewhere classified",255,Administrative/social admission,14245
,V62.9,V629,Psychosocial circum NOS,Unspecified psychosocial circumstance,255,Administrative/social admission,14246
,V63.0,V630,Home remote from hospitl,Residence remote from hospital or other health care facility,255,Administrative/social admission,14247
,V63.1,V631,No medical serv in home,Medical services in home not available,255,Administrative/social admission,14248
,V63.2,V632,Wait adm to oth facility,Person awaiting admission to adequate facility elsewhere,255,Administrative/social admission,14249
,V63.8,V638,No med facilities NEC,Other specified reasons for unavailability of medical facilities,255,Administrative/social admission,14250
,V63.9,V639,No med facilities NOS,Unspecified reason for unavailability of medical facilities,255,Administrative/social admission,14251
,V64.00,V6400,No vaccination NOS,"Vaccination not carried out, unspecified reason",259,Residual codes; unclassified,14252
,V64.01,V6401,No vaccin-acute illness,Vaccination not carried out because of acute illness,259,Residual codes; unclassified,14253
,V64.02,V6402,No vaccin-chronc illness,Vaccination not carried out because of chronic illness or condition,259,Residual codes; unclassified,14254
,V64.03,V6403,No vaccin-immune comp,Vaccination not carried out because of immune compromised state,259,Residual codes; unclassified,14255
,V64.04,V6404,No vaccin-allergy to vac,Vaccination not carried out because of allergy to vaccine or component,259,Residual codes; unclassified,14256
,V64.05,V6405,No vaccin-caregiv refuse,Vaccination not carried out because of caregiver refusal,259,Residual codes; unclassified,14257
,V64.06,V6406,No vaccination-pt refuse,Vaccination not carried out because of patient refusal,259,Residual codes; unclassified,14258
,V64.07,V6407,No vaccination-religion,Vaccination not carried out for religious reasons,259,Residual codes; unclassified,14259
,V64.08,V6408,No vaccin-prev disease,Vaccination not carried out because patient had disease being vaccinated against,259,Residual codes; unclassified,14260
,V64.09,V6409,No vaccination NEC,Vaccination not carried out for other reason,259,Residual codes; unclassified,14261
,V64.1,V641,No proc/contraindication,Surgical or other procedure not carried out because of contraindication,259,Residual codes; unclassified,14262
,V64.2,V642,No proc/patient decision,Surgical or other procedure not carried out because of patient's decision,259,Residual codes; unclassified,14263
,V64.3,V643,No proc for reasons NEC,Procedure not carried out for other reasons,259,Residual codes; unclassified,14264
,V64.41,V6441,Lap surg convert to open,Laparoscopic surgical procedure converted to open procedure,259,Residual codes; unclassified,14265
,V64.42,V6442,Thoracoscop conv to open,Thoracoscopic surgical procedure converted to open procedure,259,Residual codes; unclassified,14266
,V64.43,V6443,Arthroscopc conv to open,Arthroscopic surgical procedure converted to open procedure,259,Residual codes; unclassified,14267
,V65.0,V650,Healthy person w sick,Healthy person accompanying sick person,255,Administrative/social admission,14268
,V65.11,V6511,Ped pre-brth vst-parent,Pediatric pre-birth visit for expectant parent(s),255,Administrative/social admission,14269
,V65.19,V6519,Person consult for anoth,Other person consulting on behalf of another person,255,Administrative/social admission,14270
,V65.2,V652,Person feigning illness,Person feigning illness,255,Administrative/social admission,14271
,V65.3,V653,Dietary surveil/counsel,Dietary surveillance and counseling,255,Administrative/social admission,14272
,V65.40,V6540,Counseling NOS,Counseling NOS,255,Administrative/social admission,14273
,V65.41,V6541,Exercise counseling,Exercise counseling,255,Administrative/social admission,14274
